Engine_Temperature,Fuel_Level,Fuel_Pressure,Water_in_Fuel,Engine_Oil_Pressure,Engine_RPM,Hydraulic_Oil_Temp,Hydraulic_Pressure,Transmission_Oil_Temp,Brake_Pressure,Coolant_Temperature,Air_Filter_Pressure_Drop,Battery_Voltage,PTO_RPM,Engine_Load,Exhaust_Temperature,Transmission_Gear_State,Machine_Operating_Mode,Condition_Label_Air_Filter_Blockage,Condition_Label_Brake_Failure,Condition_Label_Electrical_Fault,Condition_Label_Engine_Overheating,Condition_Label_Engine_Overload,Condition_Label_Excessive_Idling,Condition_Label_Fuel_Contamination,Condition_Label_Hydraulic_Overload,Condition_Label_Normal,Condition_Label_PTO_Misuse,Condition_Label_Transmission_Failure
84.09689479805385,51.677430202292314,56.73112878101374,27.450530295964107,48.437740276183966,2104.0662883946097,57.86779418438712,2406.2338868959523,77.34292854016567,98.92215269320116,82.42318800672024,4.419738563020242,13.710825417528838,937.8851229234974,40.060955755333254,445.0902866829038,R,Transport,False,False,False,False,False,False,False,False,True,False,False
85.2701128187517,43.458854931941495,52.611253180088895,32.56170605694278,41.22557142186309,1573.2295330507159,46.66167366904569,2641.473880150025,82.01661820380112,93.24462770774251,85.40019451111098,3.088569165423614,12.31185051921711,914.71418192987,63.79302165513543,403.0975958177508,3,Idle,False,False,False,False,False,False,False,False,True,False,False
79.30100725514617,60.546878730082796,49.51042376778548,41.93311005927126,43.63397023200902,1582.1733260541537,59.95283413721395,2498.669360156564,81.90645402807925,95.80775874551213,84.18911988225332,5.436514440871163,12.42702261103848,942.9591303314091,78.11812800351353,417.3669413310729,R,Idle,False,False,False,False,False,False,False,False,True,False,False
82.82246910189927,56.21486152784699,61.36217360223441,22.282591854032177,36.85925300122179,1043.0482607478457,50.609391481972736,2670.0532747147763,74.46613075017606,102.0525339574319,80.20001767962543,3.7645353052165342,13.11083080625264,855.8680995599902,65.88216219623916,447.95947536282654,1,Transport,False,False,False,False,False,False,False,False,True,False,False
85.44369035883946,97.98504315198444,54.44518561139946,25.02038153182158,46.431910684977666,1340.5765796584724,50.07526937441484,2301.2750416446047,79.51261755475586,100.04755919970498,82.95520880575447,3.927641229425628,13.325892622837749,992.9479062093538,43.428940909927235,483.43067334571384,R,Active,False,False,False,False,False,False,False,False,True,False,False
80.3960256903108,73.46252957500263,52.868722105022066,24.874658893534498,38.71473795593468,1442.0753777980162,54.430876138462615,2644.7896576570674,81.06102809432161,98.45619104403309,86.77101328523642,4.694482048141467,13.411123749379176,936.1001946177101,61.61921529864902,432.2842629048173,R,Idle,False,False,False,False,False,False,False,False,True,False,False
86.5027920733827,60.83662234183045,43.61847791730832,21.984724098954587,41.38776256746766,1815.0958656829066,57.16486464021818,2608.148373014638,78.25483923602337,95.44286281231018,85.1676721609545,4.137636756941445,13.166930223976763,931.517170389249,76.3794774455091,438.00183818687196,N,Transport,False,False,False,False,False,False,False,False,True,False,False
82.59744524032477,74.82805605962176,43.55846191268231,26.528135048877374,35.33446961406445,1316.6996627731112,55.81962031796715,2197.2648832853206,81.25883976956304,107.88424912794608,84.67223007043268,8.117234925665045,14.080021882567427,837.5879777133061,40.26024271520051,503.4327598585862,N,Idle,False,False,False,False,False,False,False,False,True,False,False
83.8332250008269,48.351802080741734,51.46357741070927,37.708022199879714,35.01534186798936,1738.9020059246498,51.28670417113811,2698.3926761891157,83.22359110800427,95.8101039266034,92.74953696471754,4.196428050500676,13.2325841705416,743.5669673550907,46.67648851351195,441.0953283249649,N,Active,False,False,False,False,False,False,False,False,True,False,False
82.59317355108242,66.64262495213217,50.727605988841205,19.461645046356544,43.44102653226442,1499.5134849109859,52.46955354404056,2514.018773764953,79.87762774307697,101.25796403630869,87.92415010154214,5.6613215170917135,13.717334050876467,849.8613910922709,72.58246224410465,446.1363142843926,3,Active,False,False,False,False,False,False,False,False,True,False,False
92.40911273803574,77.57405928526383,46.92938717495842,34.27814395152903,37.78196584896307,1446.8495654655715,49.33478826311269,2558.806675580276,80.89839790683304,97.56065455963102,88.40976505928538,5.2182837383155425,13.593477282047349,928.2633856259893,75.75628426309932,446.5426565384478,N,Active,False,False,False,False,False,False,False,False,True,False,False
84.94601110104827,69.33386990754708,50.7049134980603,12.980977699816645,35.73088456247812,1574.668190739977,53.87660049185065,2370.2655831357365,85.5336963142239,100.18139646319167,84.3361263688203,5.529125337888308,12.553563133897734,855.5300520255054,68.28642483473084,409.6348456078647,1,Idle,False,False,False,False,False,False,False,False,True,False,False
80.7691562841764,64.10672803925945,57.94313464021798,24.38662003557794,36.784083289864846,1382.6530883241471,60.37510607255455,2691.287051938296,81.89278633290091,102.28804870970185,85.8805807614051,5.643632605416398,13.11513475635724,929.1727167067371,79.66240654559283,467.15394370245343,2,Transport,False,False,False,False,False,False,False,False,True,False,False
88.29017964841276,99.63090333398189,53.477012372751496,26.70510699782014,43.4947653585871,1371.2888255722003,54.978685311780616,2322.1221506141696,80.8032971586979,93.14871705396057,83.27560004189723,6.322042229909183,14.261660256640509,876.7638123143695,43.608637183462776,430.4137164424698,1,Active,False,False,False,False,False,False,False,False,True,False,False
80.11662540011591,92.81888572893561,44.29495745123631,46.748596729140644,36.854810693981946,988.5642282629657,59.297071273797265,2624.8138027560917,76.16768248143455,99.96691877923256,88.11019906209651,5.399669113427963,12.947824573029871,943.0579484626523,61.82706063346241,449.09788148880784,3,Transport,False,False,False,False,False,False,False,False,True,False,False
85.83545438001902,77.40435748956641,49.44245586428528,27.25197695247312,39.41172534198918,1425.613737801633,62.27700668863096,2623.0911213863005,82.6841040455554,105.95364324489923,84.55840038360382,5.33734369232948,12.862689737821654,802.3175874124686,67.39978890590345,463.3311889325339,N,Active,False,False,False,False,False,False,False,False,True,False,False
77.1613195044809,74.16264167093696,45.9751675957372,7.987565265490815,40.07513875143548,1356.0095561553821,52.05990740481516,2353.8748857741666,81.32059979756775,108.80750946746002,85.88951099572222,5.087715602702209,13.28528779073851,919.2890011885081,68.10578881476351,508.2767276710618,R,Idle,False,False,False,False,False,False,False,False,True,False,False
79.68725580440628,77.23962878947503,48.06150041795719,10.011110931387503,30.413255569948504,1345.205703195276,54.06713373472318,2797.5060399133863,85.13495773480564,99.34993013372434,85.64244520862067,4.792373221490038,12.965740035369974,835.9045853648603,71.7393846137673,410.4668986636127,2,Idle,False,False,False,False,False,False,False,False,True,False,False
85.78744494347649,52.078726469345995,47.93192167185179,30.34029586346681,32.64436797313241,1625.0619187770121,65.85596430531248,2534.7292720326277,80.18751417321324,100.20840603608454,84.92733247437818,3.632303177508984,12.80314771024888,746.1717057869364,76.70504180397532,475.9494655519867,3,Active,False,False,False,False,False,False,False,False,True,False,False
87.95386631998164,63.70826459585912,47.611772086979975,36.13770855789909,41.681389446237816,1697.589585837153,62.221717059899724,2598.0838915406534,72.73493399946402,111.05666514300766,96.75275226862308,4.908697433869698,12.958358302851206,883.4845876971625,54.465657824684584,476.06169768521903,1,Transport,False,False,False,False,False,False,False,False,True,False,False
85.68547312475988,42.36757197345396,43.72432314013302,33.75455857627253,36.31485319423651,1569.6583513926983,46.63797737093824,2270.9318806996366,73.19951652468696,105.67462140799599,82.33352289002111,5.3619010628983,13.916004835684312,1053.6317573818046,41.71853571230543,430.8535568166218,N,Transport,False,False,False,False,False,False,False,False,True,False,False
84.53740687044704,68.5327622492096,49.36172659240905,31.675701058009903,45.28362455640209,1798.6245571348422,56.93574158030453,2817.6595004512847,82.94272305503894,96.9135771537239,82.29715387936523,5.603246834859193,13.131690654261213,754.1423592154017,54.49767657923833,467.98511544155946,3,Active,False,False,False,False,False,False,False,False,True,False,False
83.79558521764284,72.5814750374598,47.19696181576345,41.62259597505667,44.83403552125272,1672.6685777491095,55.00279996169848,2316.3164589662365,77.71922560920738,96.90508274556939,87.77638698724702,5.2704271594853545,12.535962483622644,911.93922503942,66.8645905354894,499.30308453875676,3,Idle,False,False,False,False,False,False,False,False,True,False,False
79.0859120385303,53.664984166192575,35.35275654998866,24.604087792628683,43.59584333177719,1411.4831430583074,59.13226555429381,2653.7329649148896,81.74707100444199,104.78274730893634,82.61932400369929,4.650567479827199,12.444126730955917,979.7577063264224,48.53824349334574,427.0508637236267,R,Transport,False,False,False,False,False,False,False,False,True,False,False
82.12062316642117,97.84173082993082,60.26486012250832,38.94910556026825,49.09885893656299,1361.1431142856861,51.27510616257472,2350.7842423102456,80.45693057800942,94.94481434977135,83.83437455460442,4.914380145206153,14.303402466027235,1130.0030685144452,72.39891806234841,457.24409391405464,R,Transport,False,False,False,False,False,False,False,False,True,False,False
83.15744491616086,94.56727665623453,55.44384827108336,13.679851149735825,39.58455336128409,1593.846671030054,50.80195813979664,2407.1516795728476,79.33264132922432,105.43863375669426,80.65435618657753,4.169530273173812,13.088332815282948,850.7067017553312,48.79057830891323,462.1440409181936,R,Idle,False,False,False,False,False,False,False,False,True,False,False
89.22848890487566,83.32859412735435,48.11849637537502,20.950521670619338,43.2444096295192,1672.1301329705702,51.619646423531954,2618.313106582817,79.61455485764711,101.67149981875504,86.96623167761035,5.469835986509846,13.417289250482709,836.7999395395688,40.40253609520693,466.0253656486065,1,Transport,False,False,False,False,False,False,False,False,True,False,False
86.37447315827384,72.00319772592175,50.09409524870299,11.929586050681838,37.077995117019846,1919.3532921094495,52.140357269007836,2654.1329070512734,76.5384419798191,102.58860382013536,87.0170289779366,4.668307658128818,12.814311386830195,783.3307804060734,60.32323096894317,473.0787528214804,R,Active,False,False,False,False,False,False,False,False,True,False,False
77.94783937854906,92.19814957886109,44.14172826341219,27.251546993302078,52.26184956434362,1857.3519134820287,59.07662083404507,2309.3073626328846,79.93688924440131,98.71633098259973,83.73923176030623,5.270841407296205,13.360492984635707,1014.0516334846219,69.0584628561448,454.9891448475652,3,Idle,False,False,False,False,False,False,False,False,True,False,False
86.29633587757918,47.83914062940777,58.47861438905433,29.537387827336573,49.918168262180096,1337.5580980478494,49.0939941342556,2663.570825358549,77.6620262688224,96.85087597876795,87.8592667539203,6.501204565073829,13.929664825800765,813.2585670760925,53.98621362147336,465.40308559044007,3,Active,False,False,False,False,False,False,False,False,True,False,False
83.45967087833473,87.4305876564931,59.486443473865556,31.1410149222652,40.05940217258896,1469.3981159618215,51.886930500203405,2656.7470742699793,78.51097391949718,107.3099641543416,77.56749994506563,3.9359616355363705,12.873868408128121,862.940356822465,69.95583198147148,422.6557904962883,3,Idle,False,False,False,False,False,False,False,False,True,False,False
82.29231199877617,47.489248838010894,50.78346864123262,30.618833528871352,41.93293114952596,1701.305341475331,46.0549380474928,2359.306988673266,78.70540382116336,98.76631359723262,82.17258639394262,5.895043071365726,13.42929338997429,715.1062122628745,57.53617336484033,454.92010480918674,2,Active,False,False,False,False,False,False,False,False,True,False,False
87.44670515536347,87.65263975296432,55.11765322092673,20.724466691882718,46.79648799682403,1820.3993334176917,60.03558911706187,2739.7971390386665,79.09322692040513,97.9453246171307,84.32008325515628,5.049815269828059,12.497126862054806,988.3971842678526,46.868584692269415,435.70976202958457,2,Active,False,False,False,False,False,False,False,False,True,False,False
89.1239980899838,56.546054095081416,50.87643389466962,28.097591555867844,39.26430247592946,1781.6908406114376,61.355150497155705,2281.4713557627942,83.68869382602834,99.59931466060095,80.3108700123882,8.031790399371133,14.211433059183395,1015.8258280778026,43.6223357519582,413.1051328453774,1,Active,False,False,False,False,False,False,False,False,True,False,False
88.7251204764648,92.62543486109134,43.31637280562035,15.025533313942514,36.71687964600147,1480.836650150596,53.364632845681065,2406.284112583358,79.48083668318122,100.96511066358971,78.00514785032512,4.675549507304735,13.334267965122287,984.5775063584365,68.4234865962939,434.725663516893,R,Transport,False,False,False,False,False,False,False,False,True,False,False
81.64312990710944,96.64252562952387,47.940883155181716,43.6322897513225,44.369948755034414,1123.7932042714451,53.51025317593388,2571.850393613798,84.09480934636039,94.84587436640275,83.76841613984621,6.0427468747266,12.993603077823852,739.4674718646282,55.42859150411511,458.08369176594175,3,Transport,False,False,False,False,False,False,False,False,True,False,False
83.76315049659515,48.92775816430694,50.659639833859785,26.96373927101999,40.39219623041835,1200.3190871263228,57.266109511414484,2371.965057294609,86.15141980530592,97.17564252896544,87.77608034824297,5.023030177633966,13.051062938356917,960.7151040779306,76.51095071695082,463.07391829110577,R,Active,False,False,False,False,False,False,False,False,True,False,False
86.32505372561425,67.76053630392362,47.72726140628278,25.111138809563087,40.9149722482263,1581.7900542958243,62.37241003689128,2539.572862851901,83.4197786042246,96.9098396304697,90.12843356570605,2.9175432375297596,12.944980912742832,732.7329615275999,61.61020234295799,411.94622637231686,3,Active,False,False,False,False,False,False,False,False,True,False,False
88.90218050848944,98.8592426897611,48.90673361282482,45.88940328444083,35.828643284660174,1602.6676738273036,57.043053737819584,2536.1614118204943,82.13787414027405,104.22640152303424,82.8108484671785,4.218966356721284,12.970547417938253,905.804030206424,53.9372967288281,421.86969849825385,2,Idle,False,False,False,False,False,False,False,False,True,False,False
83.08330304861884,69.00444615838879,49.543002212454425,17.57753466450771,31.41163925818302,1170.3961879696844,51.512290287624424,2471.938859511592,81.30732883793408,95.57018716000056,87.93286335048637,6.320706658142591,11.97625242882517,920.5077579983797,53.95963707958892,471.73968839079663,3,Transport,False,False,False,False,False,False,False,False,True,False,False
84.25736409334473,91.8128513508727,49.59560751067269,18.74412885968031,41.1807120493955,1513.3708832667814,46.9058871400678,2624.860080788584,83.46143483620028,91.22116071120973,87.54616815230267,4.3509583090875905,13.15101713395162,931.0183218108265,45.25751457810597,465.2444427784759,1,Active,False,False,False,False,False,False,False,False,True,False,False
80.57466010397589,75.32389132787918,50.26129245248742,19.03779675131435,44.524810207471,1689.367307091535,49.42436868668256,2465.745881101354,80.35744295438496,90.16452718546923,89.87443269733798,1.669615527740579,13.130060659697143,953.4636532637469,63.751566143566265,476.6130798613906,N,Transport,False,False,False,False,False,False,False,False,True,False,False
80.21517350367732,62.51979447517611,44.69697466801699,29.32128618300518,38.87096625461979,1154.6320027478569,55.36609725156232,2534.731160322071,83.9382793838288,92.64809932662142,83.599235878584,4.9528954746132445,13.444330768630238,899.1966396440728,63.28668541641289,491.0349128152968,3,Idle,False,False,False,False,False,False,False,False,True,False,False
88.2501032895768,57.147013331552216,46.41491925436032,34.31631629637597,47.182147597794334,1831.4991605413243,51.723362383996026,2671.9707816231853,82.45642322115874,106.80769101424056,77.80599801926131,3.3614955530734845,12.938428126779236,703.7570487271448,71.99974767745974,466.136613287718,1,Active,False,False,False,False,False,False,False,False,True,False,False
90.4249601142833,52.193385465165235,43.57707867150015,37.39675468117834,36.48041837292228,1386.7406554320523,55.97483852995379,2618.602931503876,78.56063815687845,100.08103299742025,85.28074340969098,5.197726598895078,12.814481842929489,953.5121008799532,48.04787849868305,437.55577118487383,2,Transport,False,False,False,False,False,False,False,False,True,False,False
84.71195951367866,85.70789148266184,54.889077748431,55.71995317494969,34.7264777251704,1877.2839337729952,52.23537991881883,2617.9025936221315,83.58340352041122,102.50624543403602,80.9448250361211,7.326720622097028,13.196112527773511,909.7608141127748,51.631585699033096,453.4454837424575,2,Idle,False,False,False,False,False,False,False,False,True,False,False
89.0141315915681,63.19243040938167,39.47176529079837,7.505675457992361,39.663848464019345,1339.96426626723,49.70926784352794,2327.623059667483,80.36592002391028,102.68243863560664,82.10597956375197,6.154185966204356,12.393815940954758,809.7380208628766,43.88951876382327,499.79691302782146,N,Active,False,False,False,False,False,False,False,False,True,False,False
86.44654410019054,70.67652773204507,55.767951716584626,36.08735589124417,39.58703712324355,1192.0123551347463,49.11484184273465,2578.718886325198,79.57547196955073,100.2809195919616,83.79512342378727,7.3049837431099665,13.271711593767291,743.0602578863391,51.81368809075627,532.9334699335616,R,Transport,False,False,False,False,False,False,False,False,True,False,False
82.41952098157951,69.53952880007091,56.93174698631422,24.42869427427769,43.849843656676114,1362.5589030474841,62.81177254686615,2368.2251813545745,78.09520335840405,99.62609351674345,83.64428947460343,4.1577319678332625,12.26909037023914,1054.0022185924358,57.12408463017603,463.8928909722708,R,Idle,False,False,False,False,False,False,False,False,True,False,False
86.44558242203365,74.63674175398788,48.489097065086895,24.135848511112265,36.125185879680075,1471.4555630768039,59.444938745918215,2307.787753033296,80.66407539149829,105.2226321490907,85.56623706758317,4.785250499546701,13.760409324415397,1023.1300538290683,78.56113623815935,466.0666241643392,3,Idle,False,False,False,False,False,False,False,False,True,False,False
91.15214626586388,91.93462873747313,36.98431456086351,23.802278717461224,46.84047118407449,1383.4560279685556,63.652589759139794,2489.2440480572545,83.98585046165194,100.7299795715632,87.81262526567846,3.433345704788331,13.542134977830386,970.5957407307454,66.12264011499653,471.7712510099225,2,Transport,False,False,False,False,False,False,False,False,True,False,False
84.85669584356019,98.84436061500577,48.193447190163546,20.912303291920267,49.834584812541266,1435.199573528066,57.699754503775516,2364.3557220022617,83.55576002237216,106.99548739631707,83.52905766689614,3.9739348324398573,12.736907061787992,832.3700088765297,71.31495719116782,450.7137853745809,1,Active,False,False,False,False,False,False,False,False,True,False,False
91.25857462325602,64.45505251442901,49.67907919355591,46.845248346034516,39.80427986515829,1600.189544902857,52.850042956925805,2618.5926578259964,81.41357518983583,103.10414972644934,86.58279002643202,3.60967275157073,13.530569006669017,648.3004447788483,53.02039540881961,484.9156170702787,N,Transport,False,False,False,False,False,False,False,False,True,False,False
74.52101958364102,89.65113532637818,44.947008900355435,38.422973270139025,46.24855210092159,1448.6461890610801,61.61670461244969,2622.180318954299,82.39857456290014,96.91101863259486,85.05926403972202,3.039915546182064,13.25575711212694,976.4679175435235,45.78051251232386,480.2413587819855,R,Idle,False,False,False,False,False,False,False,False,True,False,False
88.2876100175009,85.87166767928306,47.423908030958785,30.23195978557375,34.717514646873695,1480.166281814398,54.83465999319116,2214.6060645352836,85.08678716609023,97.51432988065032,88.74197758351379,7.048784937997011,12.695494884457569,936.6686773855075,50.2687976765332,460.6312934144645,3,Idle,False,False,False,False,False,False,False,False,True,False,False
85.34818827295268,74.41173708733439,57.65097599431676,43.51015752487,45.37610770590958,987.2320802392212,56.10420885145176,2375.7546190634666,79.40013483531655,96.3626759677286,84.24563259557473,1.8620595574603667,12.188561921385455,862.5337690927823,50.25870763997284,440.45940281983155,3,Active,False,False,False,False,False,False,False,False,True,False,False
83.80397059813653,97.36282861671599,53.324635811508706,14.874710347011245,45.23638204279732,1617.509404803142,54.785878104622405,2281.0319992123,75.53831998587917,106.08774010975358,84.68429329690177,7.055208357206835,13.358217841713225,1012.4806306697876,63.32461313173709,404.3791083786859,2,Transport,False,False,False,False,False,False,False,False,True,False,False
85.367043106142,52.02847093170416,45.3771794281095,16.692948686690738,44.317186400949396,1473.2390106924995,40.265478903579925,2430.6056085110663,85.20451940871429,97.97474523527224,83.50239820800438,6.869088387380347,12.802859076432481,984.799753396285,53.65884529820114,471.9724064284275,1,Active,False,False,False,False,False,False,False,False,True,False,False
77.04972434159643,46.55585261857728,42.01200415202284,8.220322678053122,39.92218455564853,1983.0878941448614,63.023675061474265,2568.276350480324,77.88088699187713,96.00763601600184,84.35100584016602,5.749689013218497,13.747484784848039,917.609548823085,74.29595457333116,456.3857494567831,1,Active,False,False,False,False,False,False,False,False,True,False,False
84.12131244864995,91.23771801732534,48.36491341195114,23.005854598767126,25.228755293789845,1218.1304498238126,57.455019729788766,2463.656785273242,77.23864750662437,101.5988902056341,81.86604748661651,3.328239097858896,13.207016866940926,903.5058417871114,79.54178076945992,427.866968080377,R,Idle,False,False,False,False,False,False,False,False,True,False,False
86.42845028604698,66.3489889980249,48.932716103247806,31.61698526704753,36.791364281739355,957.5114014501456,56.64911530434255,2411.5361138999297,72.8152089786618,99.51416446813748,81.46961085542594,2.626737332835189,12.850208651751341,905.0967717599681,53.73193621053794,416.1023920501612,3,Transport,False,False,False,False,False,False,False,False,True,False,False
90.91157617896606,90.81813125242363,52.48099593681658,31.02858577932334,36.87041991157699,1685.4205481790125,54.6911196886472,2695.0264790219708,82.28513221265719,101.47284256287583,88.1030615411309,4.177394478104653,14.098919366545235,967.9939872834746,68.20241094748043,469.8429854814975,2,Transport,False,False,False,False,False,False,False,False,True,False,False
82.9269191269054,93.5854123117249,47.323416437161704,31.493419110598804,35.10872530969761,1603.9581054939001,55.81713910193066,2154.271424110557,73.51418950179111,109.44906951946922,80.6671932672616,5.9376806845098855,13.488223246301501,814.2523653457012,66.29946327681475,401.9629103514911,1,Idle,False,False,False,False,False,False,False,False,True,False,False
